Handle,Title,Image_Position,Filename,FAL_URL,Local_Path,Alt_Text,Prompt,Status
rollamat-for-carpet-carpeted-floor-53-x-45-3,"RollaMat for Carpet - Carpeted Floor 53""  x 45""",2,rollamat-for-carpet-carpeted-floor-53-x-45-3-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2e7/SdoxA4z73ECRDTA4dV5H4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/rollamat-for-carpet-carpeted-floor-53-x-45-3-gen-2.jpg,"RollaMat for Carpet - Carpeted Floor 53""  x 45"" - Studio White","Professional product photography of RollaMat for Carpet - Carpeted Floor 53""  x 45"" on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
rollamat-for-carpet-carpeted-floor-53-x-45-3,"RollaMat for Carpet - Carpeted Floor 53""  x 45""",3,rollamat-for-carpet-carpeted-floor-53-x-45-3-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2e7/PKwAPyqzmxPDf_a0OTYgJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/rollamat-for-carpet-carpeted-floor-53-x-45-3-gen-3.jpg,"RollaMat for Carpet - Carpeted Floor 53""  x 45"" - Office Setting","RollaMat for Carpet - Carpeted Floor 53""  x 45"" in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
rollamat-for-carpet-carpeted-floor-53-x-45-3,"RollaMat for Carpet - Carpeted Floor 53""  x 45""",4,rollamat-for-carpet-carpeted-floor-53-x-45-3-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2e7/GDfl8WnNdYqz6Kz69grVJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/rollamat-for-carpet-carpeted-floor-53-x-45-3-gen-4.jpg,"RollaMat for Carpet - Carpeted Floor 53""  x 45"" - Detail Close-Up","Close-up detail shot of RollaMat for Carpet - Carpeted Floor 53""  x 45"", shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
mvl11886-caman-high-back-tilter-bonded-leather,MVL11886 Caman | High Back Tilter Bonded Leather,2,mvl11886-caman-high-back-tilter-bonded-leather-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2e7/m9yJBvKKdaHgFitjds9_d.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/mvl11886-caman-high-back-tilter-bonded-leather-gen-2.jpg,MVL11886 Caman | High Back Tilter Bonded Leather - Studio White,"Professional product photography of MVL11886 Caman | High Back Tilter Bonded Leather on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
mvl11886-caman-high-back-tilter-bonded-leather,MVL11886 Caman | High Back Tilter Bonded Leather,3,mvl11886-caman-high-back-tilter-bonded-leather-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2e7/MXkFQh2RnnOoSKenDC3e8.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/mvl11886-caman-high-back-tilter-bonded-leather-gen-3.jpg,MVL11886 Caman | High Back Tilter Bonded Leather - Office Setting,"MVL11886 Caman | High Back Tilter Bonded Leather in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
mvl11886-caman-high-back-tilter-bonded-leather,MVL11886 Caman | High Back Tilter Bonded Leather,4,mvl11886-caman-high-back-tilter-bonded-leather-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2e7/PAPpU6x-ACPz1mAg_HKeI.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/mvl11886-caman-high-back-tilter-bonded-leather-gen-4.jpg,MVL11886 Caman | High Back Tilter Bonded Leather - Detail Close-Up,"Close-up detail shot of MVL11886 Caman | High Back Tilter Bonded Leather, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
cobalt-medium-back-tilter-mvl2785,Cobalt | Medium Back Tilter MVL2785,2,cobalt-medium-back-tilter-mvl2785-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2e8/CfBx3R0N9QXCHMvYG53Hc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/cobalt-medium-back-tilter-mvl2785-gen-2.jpg,Cobalt | Medium Back Tilter MVL2785 - Studio White,"Professional product photography of Cobalt | Medium Back Tilter MVL2785 on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
cobalt-medium-back-tilter-mvl2785,Cobalt | Medium Back Tilter MVL2785,3,cobalt-medium-back-tilter-mvl2785-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2e8/-dSRB8jqXxCFD4a-UcaYX.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/cobalt-medium-back-tilter-mvl2785-gen-3.jpg,Cobalt | Medium Back Tilter MVL2785 - Office Setting,"Cobalt | Medium Back Tilter MVL2785 in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
cobalt-medium-back-tilter-mvl2785,Cobalt | Medium Back Tilter MVL2785,4,cobalt-medium-back-tilter-mvl2785-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2e8/iRmcb6JgwaYtq04qbL9tD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/cobalt-medium-back-tilter-mvl2785-gen-4.jpg,Cobalt | Medium Back Tilter MVL2785 - Detail Close-Up,"Close-up detail shot of Cobalt | Medium Back Tilter MVL2785, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
stream-armchair-polypropylene-seat-back-2075app-1,"Stream™ Armchair, Polypropylene Seat & Back (2075APP)",2,stream-armchair-polypropylene-seat-back-2075app-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2e8/HjggZSDdrrmopCHD2it77.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/stream-armchair-polypropylene-seat-back-2075app-1-gen-2.jpg,"Stream™ Armchair, Polypropylene Seat & Back (2075APP) - Studio White","Professional product photography of Stream™ Armchair, Polypropylene Seat & Back (2075APP) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
stream-armchair-polypropylene-seat-back-2075app-1,"Stream™ Armchair, Polypropylene Seat & Back (2075APP)",3,stream-armchair-polypropylene-seat-back-2075app-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2e8/wLgRx0sv5XlI0-V5fzFDN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/stream-armchair-polypropylene-seat-back-2075app-1-gen-3.jpg,"Stream™ Armchair, Polypropylene Seat & Back (2075APP) - Office Setting","Stream™ Armchair, Polypropylene Seat & Back (2075APP) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
stream-armchair-polypropylene-seat-back-2075app-1,"Stream™ Armchair, Polypropylene Seat & Back (2075APP)",4,stream-armchair-polypropylene-seat-back-2075app-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2e9/c7Jj4QjKe_XDrU6FbbSDG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/stream-armchair-polypropylene-seat-back-2075app-1-gen-4.jpg,"Stream™ Armchair, Polypropylene Seat & Back (2075APP) - Detail Close-Up","Close-up detail shot of Stream™ Armchair, Polypropylene Seat & Back (2075APP), shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,2,mobile-folding-chair-storage-cart-3-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2e9/3V0ruVZc1pGhPLRf5ULZy.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/mobile-folding-chair-storage-cart-3-gen-2.jpg,Mobile Folding Chair Storage Cart - Studio White,"Professional product photography of Mobile Folding Chair Storage Cart on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,3,mobile-folding-chair-storage-cart-3-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2e9/_h7xfMnxSwvxWypUNhj30.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/mobile-folding-chair-storage-cart-3-gen-3.jpg,Mobile Folding Chair Storage Cart - Office Setting,"Mobile Folding Chair Storage Cart in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,4,mobile-folding-chair-storage-cart-3-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2e9/AHPgZMjnUxY2jrNspvlWe.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/mobile-folding-chair-storage-cart-3-gen-4.jpg,Mobile Folding Chair Storage Cart - Detail Close-Up,"Close-up detail shot of Mobile Folding Chair Storage Cart, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
yoho-task-chairs,Yoho Task Chairs,2,yoho-task-chairs-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2e9/PL043YpPVF0F7R0zHjObl.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/yoho-task-chairs-gen-2.jpg,Yoho Task Chairs - Studio White,"Professional product photography of Yoho Task Chairs on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
yoho-task-chairs,Yoho Task Chairs,3,yoho-task-chairs-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ea/rhItWIVyEJX9mnqL4TRUG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/yoho-task-chairs-gen-3.jpg,Yoho Task Chairs - Office Setting,"Yoho Task Chairs in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
yoho-task-chairs,Yoho Task Chairs,4,yoho-task-chairs-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ea/YtxIWJ516lznSohx3hjwO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/yoho-task-chairs-gen-4.jpg,Yoho Task Chairs - Detail Close-Up,"Close-up detail shot of Yoho Task Chairs, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
folding-chair-plastic-4-pack,Folding Chair-Plastic 4/Pack,2,folding-chair-plastic-4-pack-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ea/hT8nv05XQYUKxI-EatyA6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/folding-chair-plastic-4-pack-gen-2.jpg,Folding Chair-Plastic 4/Pack - Studio White,"Professional product photography of Folding Chair-Plastic 4/Pack on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
folding-chair-plastic-4-pack,Folding Chair-Plastic 4/Pack,3,folding-chair-plastic-4-pack-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ea/FWZBEirml4iZzY4XrBXI4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/folding-chair-plastic-4-pack-gen-3.jpg,Folding Chair-Plastic 4/Pack - Office Setting,"Folding Chair-Plastic 4/Pack in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
folding-chair-plastic-4-pack,Folding Chair-Plastic 4/Pack,4,folding-chair-plastic-4-pack-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ea/OXM7MutXvdD5cR-RWHIkf.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/folding-chair-plastic-4-pack-gen-4.jpg,Folding Chair-Plastic 4/Pack - Detail Close-Up,"Close-up detail shot of Folding Chair-Plastic 4/Pack, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
end-table-chrome,End Table Chrome,2,end-table-chrome-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2eb/pPImW5duZRBJClRP6F9IE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/end-table-chrome-gen-2.jpg,End Table Chrome - Studio White,"Professional product photography of End Table Chrome on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
end-table-chrome,End Table Chrome,3,end-table-chrome-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2eb/Xnl3pnIH0wyQR6pSENQ_5.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/end-table-chrome-gen-3.jpg,End Table Chrome - Office Setting,"End Table Chrome in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
end-table-chrome,End Table Chrome,4,end-table-chrome-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2eb/6drrMrYHiTVfbN-SoaVnk.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/end-table-chrome-gen-4.jpg,End Table Chrome - Detail Close-Up,"Close-up detail shot of End Table Chrome, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
coffee-table-seating,Coffee Table & Seating,2,coffee-table-seating-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2eb/2H-8a7G9FDqTqhq3OlzFB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/coffee-table-seating-gen-2.jpg,Coffee Table & Seating - Studio White,"Professional product photography of Coffee Table & Seating on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
coffee-table-seating,Coffee Table & Seating,3,coffee-table-seating-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2eb/pzKI4a95IwQWguYj3U8uM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/coffee-table-seating-gen-3.jpg,Coffee Table & Seating - Office Setting,"Coffee Table & Seating in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
coffee-table-seating,Coffee Table & Seating,4,coffee-table-seating-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ec/O2pJX0s2LwUyUCQ51tB5F.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/coffee-table-seating-gen-4.jpg,Coffee Table & Seating - Detail Close-Up,"Close-up detail shot of Coffee Table & Seating, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,2,kaysee-high-back-tilter-otg12112b-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ec/8dPFJlx-aDDCsSO0rAfBN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/kaysee-high-back-tilter-otg12112b-gen-2.jpg,Kaysee | High Back Tilter OTG12112B - Studio White,"Professional product photography of Kaysee | High Back Tilter OTG12112B on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,3,kaysee-high-back-tilter-otg12112b-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ec/gzOpcRhlax-hZwW8ll6oD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/kaysee-high-back-tilter-otg12112b-gen-3.jpg,Kaysee | High Back Tilter OTG12112B - Office Setting,"Kaysee | High Back Tilter OTG12112B in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,4,kaysee-high-back-tilter-otg12112b-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ec/o2R5GuL0x0U_2bpTrddjr.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/kaysee-high-back-tilter-otg12112b-gen-4.jpg,Kaysee | High Back Tilter OTG12112B - Detail Close-Up,"Close-up detail shot of Kaysee | High Back Tilter OTG12112B, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
folding-table-8,Folding Table,2,folding-table-8-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ec/ZcKraL8NxW5-jYVZMzL8U.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/folding-table-8-gen-2.jpg,Folding Table - Studio White,"Professional product photography of Folding Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
folding-table-8,Folding Table,3,folding-table-8-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ec/Da7sjlzFeTlGVcrRtduBL.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/folding-table-8-gen-3.jpg,Folding Table - Office Setting,"Folding Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
folding-table-8,Folding Table,4,folding-table-8-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ed/76lZGa54afKzEg6HGkPAU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/folding-table-8-gen-4.jpg,Folding Table - Detail Close-Up,"Close-up detail shot of Folding Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
charging-station-with-a-clamp,Charging station with a clamp,2,charging-station-with-a-clamp-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ed/_FBoLiZgoKO87u95aGiT3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/charging-station-with-a-clamp-gen-2.jpg,Charging station with a clamp - Studio White,"Professional product photography of Charging station with a clamp on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
charging-station-with-a-clamp,Charging station with a clamp,3,charging-station-with-a-clamp-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ed/usSsqmovld9S-eAE-Sndm.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/charging-station-with-a-clamp-gen-3.jpg,Charging station with a clamp - Office Setting,"Charging station with a clamp in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
charging-station-with-a-clamp,Charging station with a clamp,4,charging-station-with-a-clamp-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ed/8hyWGL3Dl5UPEYmZHtzhH.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/charging-station-with-a-clamp-gen-4.jpg,Charging station with a clamp - Detail Close-Up,"Close-up detail shot of Charging station with a clamp, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,2,otg3915-centro-guest-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ed/qOEOcLUU4ATL4TVNg2-aa.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg3915-centro-guest-chair-gen-2.jpg,OTG3915 Centro Guest Chair - Studio White,"Professional product photography of OTG3915 Centro Guest Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,3,otg3915-centro-guest-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ee/L-5CwJZhsaw5UixUfFsNo.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg3915-centro-guest-chair-gen-3.jpg,OTG3915 Centro Guest Chair - Office Setting,"OTG3915 Centro Guest Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,4,otg3915-centro-guest-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ee/6r29idRJlAUxaHjlPPiZz.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg3915-centro-guest-chair-gen-4.jpg,OTG3915 Centro Guest Chair - Detail Close-Up,"Close-up detail shot of OTG3915 Centro Guest Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,2,otg13026-safari-medium-mesh-back-tilter-chair-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ee/kO76308JyGZKamgvpavK5.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg13026-safari-medium-mesh-back-tilter-chair-gen-2.jpg,OTG13026 Safari | Medium Mesh Back Tilter Chair - Studio White,"Professional product photography of OTG13026 Safari | Medium Mesh Back Tilter Chair on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,3,otg13026-safari-medium-mesh-back-tilter-chair-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ee/86NVod-1fMjDrLtgAqiDS.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg13026-safari-medium-mesh-back-tilter-chair-gen-3.jpg,OTG13026 Safari | Medium Mesh Back Tilter Chair - Office Setting,"OTG13026 Safari | Medium Mesh Back Tilter Chair in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,4,otg13026-safari-medium-mesh-back-tilter-chair-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ee/05-76lpjemgFQLhX6y1Ut.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/otg13026-safari-medium-mesh-back-tilter-chair-gen-4.jpg,OTG13026 Safari | Medium Mesh Back Tilter Chair - Detail Close-Up,"Close-up detail shot of OTG13026 Safari | Medium Mesh Back Tilter Chair, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
plexiglass-modesty-panels,Plexiglass Modesty Panels,2,plexiglass-modesty-panels-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ef/3ftJGz9vU2dTUKQEr6rRR.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/plexiglass-modesty-panels-gen-2.jpg,Plexiglass Modesty Panels - Studio White,"Professional product photography of Plexiglass Modesty Panels on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
plexiglass-modesty-panels,Plexiglass Modesty Panels,3,plexiglass-modesty-panels-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ef/iQa-KNQsSX0DlGF0hI_C3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/plexiglass-modesty-panels-gen-3.jpg,Plexiglass Modesty Panels - Office Setting,"Plexiglass Modesty Panels in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
plexiglass-modesty-panels,Plexiglass Modesty Panels,4,plexiglass-modesty-panels-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ef/H2XcTzRn2lFhCrMjn2BSq.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/plexiglass-modesty-panels-gen-4.jpg,Plexiglass Modesty Panels - Detail Close-Up,"Close-up detail shot of Plexiglass Modesty Panels, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
laminate-modesty-panels,Laminate Modesty Panels,2,laminate-modesty-panels-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2ef/UhIt4oBTnNNzrMnqDcMeD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/laminate-modesty-panels-gen-2.jpg,Laminate Modesty Panels - Studio White,"Professional product photography of Laminate Modesty Panels on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
laminate-modesty-panels,Laminate Modesty Panels,3,laminate-modesty-panels-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2ef/0LkLmEGw8022Zq8pnYt8c.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/laminate-modesty-panels-gen-3.jpg,Laminate Modesty Panels - Office Setting,"Laminate Modesty Panels in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
laminate-modesty-panels,Laminate Modesty Panels,4,laminate-modesty-panels-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2ef/oaavUufiHFi6N0L6eOBrp.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/laminate-modesty-panels-gen-4.jpg,Laminate Modesty Panels - Detail Close-Up,"Close-up detail shot of Laminate Modesty Panels, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
craft-wedge-unit,Craft | Wedge Unit,2,craft-wedge-unit-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2f0/yCLDnSrG2pyBEvy-sGosk.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/craft-wedge-unit-gen-2.jpg,Craft | Wedge Unit - Studio White,"Professional product photography of Craft | Wedge Unit on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
craft-wedge-unit,Craft | Wedge Unit,3,craft-wedge-unit-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2f0/PgClzDrTWyGWU5rJVucxL.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/craft-wedge-unit-gen-3.jpg,Craft | Wedge Unit - Office Setting,"Craft | Wedge Unit in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
craft-wedge-unit,Craft | Wedge Unit,4,craft-wedge-unit-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2f0/EbyjqZxPrak4hcx5K0jCI.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/craft-wedge-unit-gen-4.jpg,Craft | Wedge Unit - Detail Close-Up,"Close-up detail shot of Craft | Wedge Unit, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
craft-cube-square-unit,Craft Cube | Square Unit,2,craft-cube-square-unit-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2f0/t5WX_1sjmnLKxfW7CsqEx.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/craft-cube-square-unit-gen-2.jpg,Craft Cube | Square Unit - Studio White,"Professional product photography of Craft Cube | Square Unit on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
craft-cube-square-unit,Craft Cube | Square Unit,3,craft-cube-square-unit-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2f0/7WxXN1oMhSXcFU1Zd8QWO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/craft-cube-square-unit-gen-3.jpg,Craft Cube | Square Unit - Office Setting,"Craft Cube | Square Unit in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
craft-cube-square-unit,Craft Cube | Square Unit,4,craft-cube-square-unit-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2f1/vTrJQwrKW-1KUk2xfTUKR.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/craft-cube-square-unit-gen-4.jpg,Craft Cube | Square Unit - Detail Close-Up,"Close-up detail shot of Craft Cube | Square Unit, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
