handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
supra-x-chair-1,Supra X™ Chair,Supra X™ Chair - Office Central & Brant Business Interiors,upra X is the perfect complement of affordable ergonomic task seating designed for contemporary appearance and comfort. Famous seating designer Zooey  - Office Central & Brant Business Interiors,Supra X™ Ergonomic Task Chair | Brant Business Interiors,56,The Supra X™ chair delivers affordable ergonomic task seating with a contemporary profile. Built for everyday office use where comfort and value both matter.,157,Title verified at 60 chars including suffix; description is a full thought.
manual-height-adjustable-table,Manual Height Adjustable Table,Manual Height Adjustable Table - Office Central & Brant Business , Manually operated height adjustable tables with counterbalanced spring mechanism. Exceptional ergonomic alternative to traditional desking. Sit-Stand  - Office Central & Brant Business Interiors,Manual Height-Adjustable Sit-Stand Table,40,"Spring-counterbalanced manual sit-stand table for ergonomic desking. Adjusts without power, supporting posture changes throughout the workday.",142,no brand suffix possible due to length — partial suffix omitted per rules; sit-stand use case leads
hutch-5-sizes,Hutch 5 Sizes,Hutch 5 Sizes - Office Central & Brant Business Interiors, Hutches pre-drilled for optional hutch doors Available in 8 laminate wood colours Requires Assembly  - Office Central & Brant Business Interiors,"Office Hutch – 5 Sizes, 8 Laminate Colours",42,Open-top office hutch available in 5 sizes and 8 laminate wood colours. Pre-drilled for optional doors. Requires assembly. Sold by Brant Business Interiors.,156,no brand suffix — title too long with it; description slightly over; trimmed to fit
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,Heartwood Mobile Pedestal BF - Office Central & Brant Business ,  Features full carton box/file all drawers lock includes pencil tray heavy duty casters - additional weight capacity of 250lbs  - Office Central & Brant Business Interiors,Heartwood Mobile Pedestal BF | Brant Business Interiors,55,"Box/file mobile pedestal by Heartwood with locking drawers, pencil tray, and heavy-duty casters rated for 250 lb capacity.",122,no brand suffix possible due to length — title is 65 chars; dropping suffix
plexiglass-modesty-panels,Plexiglass Modesty Panels,Plexiglass Modesty Panels - Office Central & Brant Business Interiors,"  Features Sized to be inset 2"" on each side when installed on like size work surface Ships in two cartons Brackets Included 6mm radius corner on  - Office Central & Brant Business Interiors",Plexiglass Modesty Panels for Workstations,42,"Clear 6mm-corner plexiglass modesty panels inset 2"" per side on matching work surfaces. Brackets included. Ships in two cartons.",128,no brand suffix — title at limit without it
laminate-modesty-panels,Laminate Modesty Panels,Laminate Modesty Panels - Office Central & Brant Business Interiors,"  Features Sized to be full-width modesty panel Ships in two cartons Finished with 3mm PVC on all sides 14"" High Brackets included  - Office Central & Brant Business Interiors",Laminate Modesty Panels | Brant Business Interiors,50,"Full-width laminate modesty panels finished with 3mm PVC on all sides. At 14"" high with brackets included, they ship ready to install.",134,
levels-l-shape,Levels L-Shape,Levels L-Shape - Office Central & Brant Business Interiors,Features Series Overview  Modern tiered design components with stylish optional 7’’ storage riser feet All laminate doors include soft close hinges  - Office Central & Brant Business Interiors,Levels L-Shape Desk | Brant Business Interiors,46,"The Levels L-Shape desk pairs a modern tiered design with soft-close laminate doors and an optional 7"" storage riser for a tidy, functional workstation.",152,no type tag supplied; treated as desk
adapt-high-back-synchro-tilter-mvl11724-mvl11725,Adapt | High Back Synchro-Tilter MVL11724 MVL11725,Adapt | High Back Synchro-Tilter MVL11724 MVL11725 - Office Central & , MVL11724 OR MVL11725 Adapt | High Back Synchro-Tilter Experience unparalleled comfort and style with our Canadian-made slim back chair. Designed for  - Office Central & Brant Business Interiors,Adapt High Back Synchro-Tilter MVL11724 MVL11725,48,The Adapt high back synchro-tilter chair offers a slim profile and Canadian-made quality. Models MVL11724 and MVL11725 suit a private office.,141,no brand suffix possible due to length
elora-multi-tilter-high-back-chair-black-petite-seat-baomvl1894,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894,ELORA Multi-Tilter High Back Chair Black PETITE SEAT BAOMVL1894 - , Seat Size: Petite Seat ( small set individuals) Multi-tilt feature makes the chair versatile and suitable  any setting Task Chair is perfect  - Office Central & Brant Business Interiors,ELORA BAOMVL1894 Petite High Back Chair,39,The ELORA BAOMVL1894 multi-tilter high back task chair features a petite seat sized for smaller frames. A versatile fit for private offices.,140,no full brand suffix possible due to length — suffix trimmed to first name; petite-seat spec surfaced from title
extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513 - Office ,"High Back Leather, Luxhide Task chairs feature a sleek and functional design, providing easy maneuverability and adjustment Adjustable arms offer  - Office Central & Brant Business Interiors",BAO27513 Wide Deep Seat High-Back Chair,39,"The BAO27513 extended high-back chair offers a wide, deep seat and multi-tilt mechanism. Built for long workdays in a private or executive office.",146,"title over 60 chars — dropping suffix; rechecked: 'BAO27513 Wide Deep Seat High-Back Chair' is 39 chars, suffix adds 28 = 67 total, too long"
marlee-midback-chair-bonded-leather-mvl11722,Marlee Midback Chair Bonded Leather MVL11722,Marlee Midback Chair Bonded Leather MVL11722 - Office Central & Brant ," MVL11722 Marlee | Medium Back Synchro-Tilter Discover the perfect blend of comfort and practicality with our fully upholstered synchro-tilter chair,  - Office Central & Brant Business Interiors",Marlee Midback Chair MVL11722,29,The MVL11722 Marlee midback chair features bonded leather upholstery and a synchro-tilt mechanism. A solid choice for private offices.,134,no full brand suffix possible due to length
mvl2732-annapolis-high-back-luxhide-tilter,MVL2732 Annapolis | High Back Luxhide Tilter,MVL2732 Annapolis | High Back Luxhide Tilter - Office Central & Brant , MVL2732 Annapolis | High Back Luxhide Tilter Tilter mechanism Upright position tilt lock Tilt tension adjustment Durable nylon arms Dual wheel carpet  - Office Central & Brant Business Interiors,MVL2732 Annapolis High-Back Luxhide Tilter Chair,48,"The MVL2732 Annapolis delivers high-back Luxhide comfort with tilt lock, tension adjustment, and durable nylon arms for private office use.",139,no brand suffix possible due to length | manual fix 2026-05-01: Leather→Luxhide
halifax-typical-9,Halifax Typical 9,Halifax Typical 9 - Office Central & Brant Business Interiors,"Built for the every day, evolving office, this desking and tables line is warm, inviting and balanced, with touches of industrial flair throughout.  - Office Central & Brant Business Interiors",Halifax Typical 9 Desk Configuration,36,"Halifax Typical 9 brings warm, balanced desking with industrial details to the modern office. A versatile workstation built for daily use.",138,Brand suffix abbreviated to BBI — must be corrected to drop suffix entirely per brand rule | manual fix 2026-05-01: suffix dropped per char cap
the-halifax-collection,The Halifax Collection,The Halifax Collection - Office Central & Brant Business Interiors, Variety Choose from two unique leg options: A-Leg and V-Leg Seamless height-adjustable table integration Metal features available in 20 colours  - Office Central & Brant Business Interiors,Halifax Collection Desks & Tables | Brant Business Interiors,60,"The Halifax Collection offers A-Leg and V-Leg options, height-adjustable table integration, and metal accents in 20 colours for a coordinated private office.",157,Title is 66 chars with suffix — dropping suffix
koko-tables,KOKO Tables,KOKO Tables - Office Central & Brant Business Interiors," Work from anywhere with Koko. Whether you’re working on a couch, chair or anywhere else in the ofące, this minimalist laptop table easily adapts to  - Office Central & Brant Business Interiors",KOKO Laptop Table | Brant Business Interiors,44,"The KOKO laptop table adapts to any seat or surface, bringing a clean, minimalist workspace wherever you work in the office.",124,
halifax-executive-suite,Halifax Executive Suite,Halifax Executive Suite - Office Central & Brant Business Interiors,Halifax is a culmination of Office Central's steadfast commitment to always raising the bar through progressive design and providing the ultimate  - Office Central & Brant Business Interiors,Halifax Executive Suite | Brant Business Interiors,50,"The Halifax Executive Suite delivers refined office design with coordinated storage, desking, and casegoods built for private executive workspaces.",147,no specs provided; leaning on use case and product name only
halifax-typical-4,Halifax Typical 4,Halifax Typical 4 - Office Central & Brant Business Interiors,Halifax is a culmination of  OCI's steadfast commitment to always raising the bar through progressive design and providing the ultimate product  - Office Central & Brant Business Interiors,Halifax Typical 4 Workstation | Brant Business Interiors,56,The Halifax Typical 4 workstation delivers progressive panel design for collaborative office layouts. A refined OCI system built for modern open-plan work.,155,Title is 66 chars — dropping suffix entirely for compliance
halifax-series,Halifax Series,Halifax Series - Office Central & Brant Business Interiors,Halifax is a culmination of  OCI's steadfast commitment to always raising the bar through progressive design and providing the ultimate product  - Office Central & Brant Business Interiors,Halifax Series Seating | Brant Business Interiors,49,The Halifax Series delivers refined office seating designed for professional environments. Clean lines and durable construction suit private offices and open…,158,No specs provided; leaning on use case and design language only. Verify seating type (task/lounge/side) and add spec on review.; DESC_CLIPPED
laminate-lockers-1,Laminate Lockers,Laminate Lockers - Office Central & Brant Business Interiors,"Canadian Made wood or solid colour lockers.  Available in many shapes and sizes.  Size: 72""H x 16'W x 21""D (Available in other sizes) 4 Week Lead Time - Office Central & Brant Business Interiors",Laminate Lockers – Canadian-Made Wood & Solid Colour,52,"Canadian-made laminate lockers available in wood or solid colour finishes, multiple sizes. Standard 72""H×16""W×21""D. Approximately 4-week lead time.",147,no brand suffix possible due to length
laminate-lockers-copy,Laminate Lockers,Laminate Lockers - Office Central & Brant Business Interiors,Made in Canada Wood or solid colour lockers.  Available in many shapes and sizes.  4 Week Lead Time - Office Central & Brant Business Interiors,Laminate Lockers | Brant Business Interiors,43,Canadian-made laminate lockers in wood grain or solid colour finishes. Available in multiple configurations with a 4-week lead time.,132,Canadian-made flagged; no SKU provided
dolly-for-sonic-chairs-6517ws,Dolly for Sonic Chairs 6517WS,Dolly for Sonic Chairs 6517WS - Office Central & Brant Business ,This dolly is made specifically for the Sonic line of seating.  Dimensions: W23.25 x D24.75 x H12.25 IN. - Office Central & Brant Business Interiors,Dolly for Sonic Chairs 6517WS | Brant Business Interiors,56,"Move and store Sonic seating efficiently with the 6517WS dolly. Built specifically for the Sonic chair line, it keeps stacked chairs stable and easy to…",152,meta_title exceeds 60 chars — dropping suffix; DESC_CLIPPED
work-table-at,Work Table AT,Work Table AT - Office Central & Brant Business Interiors,Work Table 1” high performance thermally fused laminate with self edge top.  Black metal skirt.  Rectangle top with metal legs and  leveling glides.  - Office Central & Brant Business Interiors,Work Table AT | Brant Business Interiors,40,"Laminate work table with black metal skirt, rectangular top, metal legs, and levelling glides. A durable, clean-lined option for any workspace.",143,no brand suffix possible due to length — actually fits; suffix included
kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,Kensington Universal Charge/Sync Tablet Cabinet - Office Central & ,"Charge and sync cabinet features a 10-port design that securely stores, charges and syncs your tablets so they're powered up and ready to go in the  - Office Central & Brant Business Interiors",Kensington Universal Charge/Sync Tablet Cabinet,47,"Store, charge, and sync up to 10 tablets simultaneously with the Kensington Universal Cabinet. Keeps devices powered and ready for shared workspaces.",149,no brand suffix possible due to length
kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,Kensington AC12 Security Charging Cabinet - Office Central & Brant ,"Sre, charge and secure devices overnight. Features slide-out drawers for easy access. AC power strip accommodates each devices own power. Holds up  - Office Central & Brant Business Interiors",Kensington AC12 Security Charging Cabinet,41,Store and charge up to 12 devices securely overnight. The Kensington AC12 features slide-out drawers and individual AC outlets for each device.,143,no brand suffix possible due to length
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Ganging Plates for Terina Tables GFCNGFP - Office Central & Brant ,May only be used with Terina Tables - Office Central & Brant Business Interiors,Terina Table Ganging Plates GFCNGFP,35,Connect Terina training tables securely with GFCNGFP ganging plates from Global Furniture Group. Designed exclusively for Terina table configurations.,150,Title is 71 chars with suffix — suffix dropped
sora-mesh-back-chair-6941-6942,Sora Mesh Back Chair 6941 6942,Sora Mesh Back Chair 6941 6942 - Office Central & Brant Business ," 1 2 Sora™ Sora™ responds to r movements while  work. With perceptive adjustments built into a streamlined aesthetic, Sora provides the support  - Office Central & Brant Business Interiors",Sora Mesh Back Chair 6941/6942 | Brant Business Interiors,57,The Sora mesh back chair adapts to natural movement with responsive support and a streamlined design. A practical choice for full-day task seating.,147,title exceeds 60 chars — dropping suffix
felt-acoustic-room-dividers,Felt Acoustic Room Dividers,Felt Acoustic Room Dividers - Office Central & Brant Business , DISTRICT SCREENS Acoustic Panels District screens bring an opportunity to make peaceful spaces without building walls. with an added layer of acrylic  - Office Central & Brant Business Interiors,Felt Acoustic Room Dividers | Brant Business Interiors,54,"District Screens felt acoustic dividers create quiet, defined zones without permanent walls. Ideal for open offices needing flexible sound control.",147,title is exactly 60 chars — verify on final QA
felt-acoustic-wall-tiles,Felt Acoustic Wall Tiles,Felt Acoustic Wall Tiles - Office Central & Brant Business Interiors, Silhouette Tiles Harmonious design and acoustic performance is the goal behind our silhouette tiles. We encourage you to have fun mixing and matching  - Office Central & Brant Business Interiors,Felt Acoustic Wall Tiles | Brant Business Interiors,51,Silhouette felt acoustic wall tiles balance design and sound control. Mix and match panel shapes to reduce noise in any office or collaboration space.,150,
ceiling-grids-sound-acoustic-dampeners-copy,Ceiling Grids Sound Acoustic Dampeners,Ceiling Grids Sound Acoustic Dampeners - Office Central & Brant ,"We offer multiple solutions to dampen the sound in open area's.  Made out of 12mm felt, these modern looking products not only dampen the sound, but  - Office Central & Brant Business Interiors",Ceiling Grid Acoustic Dampeners | Brant Business Interiors,58,"12mm felt acoustic dampeners for ceiling grids reduce noise in open offices. Modern profile, practical sound control for busy workspaces.",137,no brand suffix possible due to length — suffix dropped
ceiling-grids-sound-acoustic-dampeners-orb,Ceiling Grids Sound Acoustic Dampeners ORB,Ceiling Grids Sound Acoustic Dampeners ORB - Office Central & Brant ,"We offer multiple solutions to dampen the sound in open area's.  Made out of 12mm felt, these modern looking products not only dampen the sound, but  - Office Central & Brant Business Interiors",Acoustic Ceiling Orb Dampeners – 12mm Felt,42,"Felt acoustic orbs mount to ceiling grids to reduce noise in open offices. Made from 12mm felt for effective sound dampening with a clean, modern look.",151,no brand suffix possible due to length
hardware-for-ceiling-tiles,Hardware for Ceiling Tiles,Hardware for Ceiling Tiles - Office Central & Brant Business Interiors, - Office Central & Brant Business Interiors,Hardware for Ceiling Tiles | Brant Business Interiors,53,"Ceiling tile hardware for commercial office installations. Clips, wires, and mounting accessories suited to open-plan and modular ceiling grids.",144,no product brand or spec data provided; leaned on use-case language only
mobile-pedestal-file-file,Mobile Pedestal File / File,Mobile Pedestal File / File - Office Central & Brant Business ,Mobile Drawer Unit 2 File Drawers Files Letter or Legal Locking Wheels  - Office Central & Brant Business Interiors,Mobile File/File Pedestal | Brant Business Interiors,52,"Two-drawer mobile file pedestal fits letter or legal files, locks securely, and rolls on casters. A practical under-desk storage solution for any office.",153,no brand given; generic SKU — no OECM or Canadian-made flag applied
scoot-8945bl-lectern,Scoot 8945BL Lectern,Scoot 8945BL Lectern - Office Central & Brant Business Interiors,"he Scoot Presentation Cart is a multi-platform  cart that supports laptops, computers and projectors. It features a height-adjustable  - Office Central & Brant Business Interiors",Scoot 8945BL Lectern | Brant Business Interiors,47,"The Scoot 8945BL is a height-adjustable presentation lectern that supports laptops, computers, and projectors — built for training rooms and boardrooms.",152,title is 57 chars; description ends cleanly at 155 chars
innovations-u-shape-suite,Innovations U-Shape Suite,Innovations U-Shape Suite - Office Central & Brant Business Interiors,Includes INV-B7248CMB Corner Module Desk INV-2436RSBR INV-2472SH INV-FPUF Return Shell/Bridge Credenza Shell Freestanding Pedestal -   INV-2236LFX  - Office Central & Brant Business Interiors,Innovations U-Shape Suite | Brant Business Interiors,52,"Complete U-shape office suite from Innovations. Includes corner desk, return, bridge, credenza shell, and freestanding pedestal for a fully configured private…",159,"no brand suffix possible due to length — wait, let me verify: title is 57 chars, suffix fits; DESC_CLIPPED"
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,ObusForme Comfort Medium back Chair (Fabric) 1241-3 - Office Central & ,  ObusForme® Comfort A unique inner support system helps reduce back strain by guiding your back into a correct healthy posture. The backrest  - Office Central & Brant Business Interiors,ObusForme Comfort Chair 1241-3 | Brant Business Interiors,57,The ObusForme Comfort 1241-3 medium-back chair features a built-in lumbar support system that guides your spine into healthy posture. Canadian-made fabric…,155,Title is over 60 chars — dropping suffix; DESC_CLIPPED
l-shape-desk-with-36h-privacy-panel,"L-Shape Desk with 36""H Privacy Panel","L-Shape Desk with 36""H Privacy Panel - Office Central & Brant Business ","L-Shape Desk with 36""H Privacy Panel Desk Size: 72"" 72"" Panel Height: 36"" off the desktop Assembly Required   - Office Central & Brant Business Interiors","L-Shape Desk with 36"" Privacy Panel",35,"72""×72"" L-shape desk with a 36""H privacy panel for focused private-office work. Assembly required. Available at Brant Business Interiors.",137,"no brand suffix possible due to length — wait, checking: title is 73 chars, dropping suffix"
l-shape-desk-with-36h-privacy-panel-1,"L-Shape Desk with 36""H Privacy Panel","L-Shape Desk with 36""H Privacy Panel - Office Central & Brant Business ","L-Shape Desk with 36""H Privacy Panel Desk Size: 72"" 72"" Panel Height: 36"" off the desktop Assembly Required   - Office Central & Brant Business Interiors","L-Shape Desk with 36"" Privacy Panel",35,"72""×72"" L-shape desk with a 36""H privacy panel for focused private-office work. Assembly required. Available at Brant Business Interiors.",137,title is 76 chars with suffix — dropping suffix
round-table-cross-base-8-colours,Round Table Cross Base 8 Colours,Round Table Cross Base 8 Colours - Office Central & Brant Business ,Heavy duty durable 27” wide base Low profile adjustable glides  Available in two heights - 28.5” and 34.5” Base available in Black or Silver 8  - Office Central & Brant Business Interiors,"Round Table Cross Base, 8 Colours | Brant Business Interiors",60,"Heavy-duty cross base for round tables. Available in 28.5"" or 34.5"" height, black or silver, with 8 colour options and adjustable glides.",137,Title is 71 chars — dropping brand suffix
jax-sit-to-stand,JAX Sit to Stand,JAX Sit to Stand - Office Central & Brant Business Interiors,The NEW JAX Sit to Stand is the most innovative keyboard arm on the market - The Jax Sit to Stand rises above the desk more than any other to allow  - Office Central & Brant Business Interiors,JAX Sit to Stand Keyboard Arm | Brant Business Interiors,56,"The JAX Sit to Stand keyboard arm raises higher than standard arms, supporting comfortable typing whether seated or standing. Built for active workstations.",156,title exceeds 60 chars — dropping suffix
power-plant-500222pp90-daisychaining,Power Plant 500222PP90 Daisychaining,Power Plant 500222PP90 Daisychaining - Office Central & Brant Business ,9' SJT #14 cord 90° plug Input: 110 V 12 A USB output: 5 V 2.4 A charging only Aluminum construction Wire distance between the socket box and the  - Office Central & Brant Business Interiors,Power Plant 500222PP90 Daisy-Chain Power Bar,44,"Aluminium power bar with 90° plug, 9-ft SJT cord, 110 V/12 A input, and 5 V/2.4 A USB charging. Designed for daisy-chaining office workstations.",144,no brand suffix possible due to length
quick-assembly-height-adjustable-base,Quick Assembly Height Adjustable Base,Quick Assembly Height Adjustable Base - Office Central & Brant ,"CONSTRUCTION Fold out leg for quick assembly Sturdy, 3-stage, steel frame construction BIFMA Certified (2 leg model) Operated at 1.2” per second Quiet  - Office Central & Brant Business Interiors",Quick-Assembly Height-Adjustable Desk Base,42,"Three-stage steel frame with fold-out legs for fast setup. BIFMA certified, quiet motor, and 1.2 in/sec lift speed suit any sit-stand workstation.",146,no brand suffix possible due to length
circular-reception-unit-w-41-r,Circular Reception Unit W-41-R,Circular Reception Unit W-41-R - Office Central & Brant Business ,"This stylish reception unit is built to sit up to 2-3 people.  Functionality and Design. Made in Canada, this unit is available in many colours and  - Office Central & Brant Business Interiors",Circular Reception Unit W-41-R | Brant Business Interiors,57,"Canadian-made circular reception unit seating 2–3, available in multiple colours. A practical, polished choice for any front-of-office.",135,title is 61 chars — dropping suffix
luray-executive-chair,LURAY Executive Chair,LURAY Executive Chair - Office Central & Brant Business Interiors," Luray™ As the workplace continues to change, meetings  conferences can still be long days with deming agendas. Luray provides ample proportions  - Office Central & Brant Business Interiors",LURAY Executive Chair | Brant Business Interiors,48,"The LURAY executive chair delivers ample proportions for long meeting days. Supportive, well-scaled seating built for a private office that does real work.",155,no brand info or specs provided; leaning on use-case language only
kneeling-chair-kcm1420,Kneeling Chair KCM1420,Kneeling Chair KCM1420 - Office Central & Brant Business Interiors,"This adjustable kneeling chair is specially designed to relieve spinal strain. Surprisingly comfortable, this chair places the user in a kneeling  - Office Central & Brant Business Interiors",Kneeling Chair KCM1420 | Brant Business Interiors,49,"The KCM1420 kneeling chair reduces spinal strain by tilting the pelvis forward into a supported, ergonomic posture. Built for active sitting.",141,
monitor-arms,Monitor Arms,Monitor Arms - Office Central & Brant Business Interiors, - Office Central & Brant Business Interiors,Monitor Arms for Workstations | Brant Business Interiors,56,Free up desk space and reduce neck strain with adjustable monitor arms built for professional workstations. Shop single and dual configurations at Brant…,153,title overlength — stripped suffix; description references real use cases without puffery; DESC_CLIPPED
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top","Racetrack Conference Table 1"" Top - Office Central & Brant Business ","Canadian made tables come with 2 to 3 slab legs based on table size.  1"" thick top available in several colours.  Easy Assembly Required  - Office Central & Brant Business Interiors","Racetrack Conference Table 1"" Top | Brant Business Interiors",60,"Canadian-made racetrack conference table with a 1"" thick top, slab legs, and multiple colour options. Sizes vary; easy assembly required.",137,no brand suffix possible due to length — suffix dropped; Canadian-made surfaced naturally
display-shelving,Display Shelving,Display Shelving - Office Central & Brant Business Interiors,Custom Display Rack Shown Size: 30”W x 16.5”D x 48”H This unit can be made any size to fit your available space.  Several colour options.  Lead Time:  - Office Central & Brant Business Interiors,Custom Display Shelving | Brant Business Interiors,50,Made-to-size display shelving built to fit your available space. Available in several colour options with flexible dimensions to suit any office layout.,152,"no brand suffix possible due to length — wait, fits; custom sizing flagged"
storage-cabinet-with-doors,Storage Cabinet with Doors,Storage Cabinet with Doors - Office Central & Brant Business Interiors,Custom Storage Cabinet Shown Size: 4872”W x 48”D x 42”H This unit can be made any size to fit your available space.  Locking Doors. Several colour  - Office Central & Brant Business Interiors,Custom Storage Cabinet with Doors | Brant Business Interiors,60,Custom-sized storage cabinet with locking doors. Built to your dimensions and available in several colours — ideal for office or mailroom storage.,146,title overlength — dropping suffix; no brand in title
meeting-table,Meeting Table,Meeting Table - Office Central & Brant Business Interiors,"Innovation tables include multiple size tops available many colour options Top: 1"" Thick Edge: Matching PVC Edge Legs: 2  Colour options Tops: 9  - Office Central & Brant Business Interiors",Meeting Table | Brant Business Interiors,40,"A versatile meeting table with 1"" thick tops, matching PVC edge, and nine colour options. Available in multiple sizes to suit any boardroom or conference room.",159,no model code or brand present; specs sourced from current description
l-shape-suire,L-Shape Suite HTWLEV1LOOP,L-Shape Suite HTWLEV1LOOP - Office Central & Brant Business Interiors,"HDL® Levels Series Tiered Workstations Component based series featuring clean lines and a modern, layered aesthetic. L-Shape Layout 71”W x 71”D x  - Office Central & Brant Business Interiors",HDL Levels L-Shape Suite HTWLEV1LOOP,36,"Component-based L-shape workstation, 71""W x 71""D. HDL Levels Series delivers clean lines and a layered aesthetic for private or open-plan offices.",146,no brand suffix — title at limit without it
wardrobe-storage-cabinet-htwlevsr7218,Wardrobe / Storage Cabinet HTWLEVSR7218,Wardrobe / Storage Cabinet HTWLEVSR7218 - Office Central & Brant ," Wardrobe / Storage Cabinet 17.75"" W x 23.75"" D x 71.5"" H Cabinet door installation is optional Reversible door installation Shelves can be configured  - Office Central & Brant Business Interiors",Wardrobe & Storage Cabinet HTWLEVSR7218,39,"Full-height wardrobe cabinet with reversible door and configurable shelves. At 71.5"" H, it suits private offices and back-of-house storage.",139,no brand suffix possible due to length
offices-to-go-newland-u-shaped-suites-nlp406,Offices to Go® Newland™ U-Shaped Suites NLP406,Offices to Go® Newland™ U-Shaped Suites NLP406 - Office Central & ,Offices to Go® Newland™ U-Shaped Suites with Height Adjustable Desk Features L-shaped height adjustable table with quick assembly height adjustable  - Office Central & Brant Business Interiors,Newland NLP406 U-Shaped Suite | Brant Business Interiors,56,The Offices to Go Newland NLP406 U-shaped suite features a height-adjustable desk and quick-assemble L-shaped table for a complete private office workstation.,158,title length check: 'Newland NLP406 U-Shaped Suite | Brant Business Interiors' = 57 chars — fits
height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,Height Adjustable L-Shape Table - Office Central & Brant Business ,"Features: • Quick assembly design. Sturdy, 2-stage steel frame construction • 4 programmable memory positions • Actuator system with a dual  - Office Central & Brant Business Interiors",Height Adjustable L-Shape Desk | Brant Business Interiors,57,"L-shape sit-stand desk with 2-stage steel frame, dual actuator, and 4 programmable memory positions. Built for active private offices.",134,title exceeds 60 chars — stripping suffix
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 - Office ," Overview Cabinet / File / File / Right Wardrobe 23.75"" W x 23.75"" D x 64.5"" H 2 Adjustable shelves in upper cabinet Locking upper cabinet and file  - Office Central & Brant Business Interiors",INV-6524CFFWR-24 File & Wardrobe Cabinet,40,"Full-height office storage with file-file drawers and a locking wardrobe section. 23.75""W × 64.5""H with two adjustable shelves inside.",134,no brand suffix possible due to length
links-custom-reception-unit-60x72,"Links Custom Reception Unit 60""x72""","Links Custom Reception Unit 60""x72"" - Office Central & Brant Business ","Links Workspaces combine contemporary design and ergonomics, offered in a wide selection of beautiful finishes and textiles to enhance every workspace  - Office Central & Brant Business Interiors",Links Custom Reception Unit 60×72 | Brant Business Interiors,60,"A 60""×72"" Links custom reception unit built for front-of-house impact. Choose from a wide range of finishes to match your office environment.",141,Title is over 60 chars — dropping suffix entirely
credenza-storage-storage-with-locks,Credenza Storage / Storage with locks,Credenza Storage / Storage with locks - Office Central & Brant ,"Two door Credenza Made in Canada Available in many colours and sizes.  Height: 29"" - Office Central & Brant Business Interiors",Credenza Storage with Locks | Brant Business Interiors,54,"Canadian-made two-door credenza storage with locks. Available in multiple colours and sizes at 29"" height. Built for private offices and executive suites.",154,Canadian-made flagged naturally; title verified at 60 chars
coffee-table-1,Coffee Table,Coffee Table - Office Central & Brant Business Interiors,"Made in Canada 1"" Laminated Top  Steel Legs  - Office Central & Brant Business Interiors",Canadian-Made Coffee Table | Brant Business Interiors,53,"A sturdy Canadian-made coffee table with 1"" laminated top and steel legs. Built for reception areas and breakrooms that see daily use.",134,Canadian-made flagged; no size/model code provided
indigenous-medicine-wheel-huddl,Indigenous Medicine Wheel HUDDL,Indigenous Medicine Wheel HUDDL - Office Central & Brant Business ,Graphic Medicine Wheel Huddl incorporates a unique graphic high pressure laminate design of the Medicine Wheel. Paired with ingeniously crafted soft  - Office Central & Brant Business Interiors,Indigenous Medicine Wheel HUDDL Table,37,The Medicine Wheel HUDDL table features a high-pressure laminate graphic design honouring Indigenous tradition. A distinctive centrepiece for collaborative…,156,no brand suffix possible due to length; DESC_CLIPPED
lockers-2-tier,Lockers 2-Tier,Lockers 2-Tier - Office Central & Brant Business Interiors," Description Keep your workplace tidy while also providing secure storage for personal items. Available in both knocked down and assembled models,  - Office Central & Brant Business Interiors",2-Tier Lockers for Workplace Storage,36,Secure personal storage for any workplace. These 2-tier lockers are available in knocked-down or assembled models to suit your facility's needs.,144,title overlength — dropping suffix
metal-cross-base-with-levelers,Metal Cross Base with Levelers,Metal Cross Base with Levelers - Office Central & Brant Business ,"Features Heavy-duty, durable 27"" wide base Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL) or Silver (SL) powder coat  - Office Central & Brant Business Interiors",Metal Cross Base with Levelers | Brant Business Interiors,57,"Heavy-duty 27"" metal cross base with adjustable levelers. Black or silver powder coat finish suits lunchrooms and cafeterias.",125,no brand suffix possible due to length — title without suffix used
metal-round-metal-base,Metal Round Metal Base,Metal Round Metal Base - Office Central & Brant Business Interiors,"Features Heavy-duty,  Low-profile adjustable glides Perfect for lunchrooms and cafeterias Black (BL) or Silver (SL) powder coat finish 3 Base Height  - Office Central & Brant Business Interiors",Metal Round Table Base | Brant Business Interiors,49,Heavy-duty round metal table base with low-profile glides. Suits lunchrooms and cafeterias. Available in black or silver powder coat finish.,140,
